,Latent_Dim47,category,description
"('cna_3_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Nutrition,"Think about what your child eats in a typical week, during this past year since we last saw you.  In a typical week, does your child eat Piense en lo que su niño(a) come durante una semana  típica, durante el último año; desde la última vez que lo vimos.  En una semana típica, su niño(a) come: Other vegetables 1 or more time per day Otros vegetales 1 o más veces por día."
"('demo_prnt_race_acs_p__10', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,What is your race? Mark (X) one or more boxes (+ race list above)?Cu?l es su raza? Marque (X) en una o m?s casillas (+ translated list of races above) : White
"('demo_yrs_2_no_display_l___1', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,"Prior to 2/28/18, demo_yrs_2a_l and demo_yrs_2b_l only opened if ""less than once a month"" or ""More than once a week"" were chosen,
Did not display when ""Never,"" ""One to three times a month,"" ""About once a week,"" ""Don't know"" or ""Declined"" were chosen. Those pGUIDs associated with the items that should have displayed are marked as yes. (1, yes)"
"('mypi_mj', '6_month_follow_up_arm_1')_1.0",0.0,Substance Use,"Have you heard of marijuana, weed, pot, grass or ganja?"
"('fam_roster_3c_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,"Person #3, relationship to you: Persona #3, parentesco a usted:"
"('fam_roster_2c_v2_l', '1_year_follow_up_y_arm_1')_10.0",0.0,Demographics,"Person #2, relationship to you (Person #1): Persona #2, parentesco a usted (Persona #1):"
"('fam_roster_2c_v2_l', '1_year_follow_up_y_arm_1')_9.0",0.0,Demographics,"Person #2, relationship to you (Person #1): Persona #2, parentesco a usted (Persona #1):"
"('fam_roster_2c_v2_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Demographics,"Person #2, relationship to you (Person #1): Persona #2, parentesco a usted (Persona #1):"
"('fam_roster_2c_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,"Person #2, relationship to you (Person #1): Persona #2, parentesco a usted (Persona #1):"
"('demo_comb_income_v2_l', '1_year_follow_up_y_arm_1')_10.0",0.0,Demographics,"Which of these categories best describes your TOTAL COMBINED FAMILY INCOME for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on. ¿Cuál de estas categorías es la que mejor describe su INGRESO FAMILIAR TOTAL COMBINADO de los altimos 12 meses? Este debe incluir los ingresos (antes de impuestos y deducciones) provenientes de todas las fuentes, salarios, renta de propiedades, seguro social, pagos por incapacidad o subsidios para veteranos, subsidios por desempleo, compensacion por accidentes de trabajo, ayuda de familiares (incluya pensiones alimenticias para hijos y conyuges divorciados), etc."
"('demo_comb_income_v2_l', '1_year_follow_up_y_arm_1')_9.0",0.0,Demographics,"Which of these categories best describes your TOTAL COMBINED FAMILY INCOME for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on. ¿Cuál de estas categorías es la que mejor describe su INGRESO FAMILIAR TOTAL COMBINADO de los altimos 12 meses? Este debe incluir los ingresos (antes de impuestos y deducciones) provenientes de todas las fuentes, salarios, renta de propiedades, seguro social, pagos por incapacidad o subsidios para veteranos, subsidios por desempleo, compensacion por accidentes de trabajo, ayuda de familiares (incluya pensiones alimenticias para hijos y conyuges divorciados), etc."
"('demo_comb_income_v2_l', '1_year_follow_up_y_arm_1')_8.0",0.0,Demographics,"Which of these categories best describes your TOTAL COMBINED FAMILY INCOME for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on. ¿Cuál de estas categorías es la que mejor describe su INGRESO FAMILIAR TOTAL COMBINADO de los altimos 12 meses? Este debe incluir los ingresos (antes de impuestos y deducciones) provenientes de todas las fuentes, salarios, renta de propiedades, seguro social, pagos por incapacidad o subsidios para veteranos, subsidios por desempleo, compensacion por accidentes de trabajo, ayuda de familiares (incluya pensiones alimenticias para hijos y conyuges divorciados), etc."
"('demo_comb_income_v2_l', '1_year_follow_up_y_arm_1')_7.0",0.0,Demographics,"Which of these categories best describes your TOTAL COMBINED FAMILY INCOME for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on. ¿Cuál de estas categorías es la que mejor describe su INGRESO FAMILIAR TOTAL COMBINADO de los altimos 12 meses? Este debe incluir los ingresos (antes de impuestos y deducciones) provenientes de todas las fuentes, salarios, renta de propiedades, seguro social, pagos por incapacidad o subsidios para veteranos, subsidios por desempleo, compensacion por accidentes de trabajo, ayuda de familiares (incluya pensiones alimenticias para hijos y conyuges divorciados), etc."
"('demo_comb_income_v2_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Demographics,"Which of these categories best describes your TOTAL COMBINED FAMILY INCOME for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on. ¿Cuál de estas categorías es la que mejor describe su INGRESO FAMILIAR TOTAL COMBINADO de los altimos 12 meses? Este debe incluir los ingresos (antes de impuestos y deducciones) provenientes de todas las fuentes, salarios, renta de propiedades, seguro social, pagos por incapacidad o subsidios para veteranos, subsidios por desempleo, compensacion por accidentes de trabajo, ayuda de familiares (incluya pensiones alimenticias para hijos y conyuges divorciados), etc."
"('demo_comb_income_v2_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Demographics,"Which of these categories best describes your TOTAL COMBINED FAMILY INCOME for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on. ¿Cuál de estas categorías es la que mejor describe su INGRESO FAMILIAR TOTAL COMBINADO de los altimos 12 meses? Este debe incluir los ingresos (antes de impuestos y deducciones) provenientes de todas las fuentes, salarios, renta de propiedades, seguro social, pagos por incapacidad o subsidios para veteranos, subsidios por desempleo, compensacion por accidentes de trabajo, ayuda de familiares (incluya pensiones alimenticias para hijos y conyuges divorciados), etc."
"('demo_comb_income_v2_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Demographics,"Which of these categories best describes your TOTAL COMBINED FAMILY INCOME for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on. ¿Cuál de estas categorías es la que mejor describe su INGRESO FAMILIAR TOTAL COMBINADO de los altimos 12 meses? Este debe incluir los ingresos (antes de impuestos y deducciones) provenientes de todas las fuentes, salarios, renta de propiedades, seguro social, pagos por incapacidad o subsidios para veteranos, subsidios por desempleo, compensacion por accidentes de trabajo, ayuda de familiares (incluya pensiones alimenticias para hijos y conyuges divorciados), etc."
"('demo_comb_income_v2_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Demographics,"Which of these categories best describes your TOTAL COMBINED FAMILY INCOME for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on. ¿Cuál de estas categorías es la que mejor describe su INGRESO FAMILIAR TOTAL COMBINADO de los altimos 12 meses? Este debe incluir los ingresos (antes de impuestos y deducciones) provenientes de todas las fuentes, salarios, renta de propiedades, seguro social, pagos por incapacidad o subsidios para veteranos, subsidios por desempleo, compensacion por accidentes de trabajo, ayuda de familiares (incluya pensiones alimenticias para hijos y conyuges divorciados), etc."
"('demo_comb_income_v2_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Demographics,"Which of these categories best describes your TOTAL COMBINED FAMILY INCOME for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on. ¿Cuál de estas categorías es la que mejor describe su INGRESO FAMILIAR TOTAL COMBINADO de los altimos 12 meses? Este debe incluir los ingresos (antes de impuestos y deducciones) provenientes de todas las fuentes, salarios, renta de propiedades, seguro social, pagos por incapacidad o subsidios para veteranos, subsidios por desempleo, compensacion por accidentes de trabajo, ayuda de familiares (incluya pensiones alimenticias para hijos y conyuges divorciados), etc."
"('demo_comb_income_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,"Which of these categories best describes your TOTAL COMBINED FAMILY INCOME for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on. ¿Cuál de estas categorías es la que mejor describe su INGRESO FAMILIAR TOTAL COMBINADO de los altimos 12 meses? Este debe incluir los ingresos (antes de impuestos y deducciones) provenientes de todas las fuentes, salarios, renta de propiedades, seguro social, pagos por incapacidad o subsidios para veteranos, subsidios por desempleo, compensacion por accidentes de trabajo, ayuda de familiares (incluya pensiones alimenticias para hijos y conyuges divorciados), etc."
"('demo_child_time_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,Is there another household in which the child spends a significant amount of time? ¿Hay otro hogar en donde su nin-o(a) pase una cantidad importante de tiempo?
"('demo_child_time_v2_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Demographics,Is there another household in which the child spends a significant amount of time? ¿Hay otro hogar en donde su nin-o(a) pase una cantidad importante de tiempo?
"('demo_prnt_prtnr_v2_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Demographics,Do you have a partner? ¿Usted tiene una pareja?
"('demo_prnt_prtnr_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,Do you have a partner? ¿Usted tiene una pareja?
"('demo_prnt_income_v2_l', '1_year_follow_up_y_arm_1')_10.0",0.0,Demographics,"How much did you earn, before taxes and other deductions, during the past 12 months? ¿Cuál fue su ingreso, antes de impuestos y otras deducciones, en los altimos 12 meses?"
"('demo_prnt_income_v2_l', '1_year_follow_up_y_arm_1')_9.0",0.0,Demographics,"How much did you earn, before taxes and other deductions, during the past 12 months? ¿Cuál fue su ingreso, antes de impuestos y otras deducciones, en los altimos 12 meses?"
"('demo_prnt_income_v2_l', '1_year_follow_up_y_arm_1')_8.0",0.0,Demographics,"How much did you earn, before taxes and other deductions, during the past 12 months? ¿Cuál fue su ingreso, antes de impuestos y otras deducciones, en los altimos 12 meses?"
"('demo_prnt_income_v2_l', '1_year_follow_up_y_arm_1')_7.0",0.0,Demographics,"How much did you earn, before taxes and other deductions, during the past 12 months? ¿Cuál fue su ingreso, antes de impuestos y otras deducciones, en los altimos 12 meses?"
"('demo_prnt_income_v2_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Demographics,"How much did you earn, before taxes and other deductions, during the past 12 months? ¿Cuál fue su ingreso, antes de impuestos y otras deducciones, en los altimos 12 meses?"
"('demo_prnt_income_v2_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Demographics,"How much did you earn, before taxes and other deductions, during the past 12 months? ¿Cuál fue su ingreso, antes de impuestos y otras deducciones, en los altimos 12 meses?"
"('demo_prnt_income_v2_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Demographics,"How much did you earn, before taxes and other deductions, during the past 12 months? ¿Cuál fue su ingreso, antes de impuestos y otras deducciones, en los altimos 12 meses?"
"('demo_prnt_income_v2_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Demographics,"How much did you earn, before taxes and other deductions, during the past 12 months? ¿Cuál fue su ingreso, antes de impuestos y otras deducciones, en los altimos 12 meses?"
"('demo_prnt_income_v2_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Demographics,"How much did you earn, before taxes and other deductions, during the past 12 months? ¿Cuál fue su ingreso, antes de impuestos y otras deducciones, en los altimos 12 meses?"
"('demo_prnt_income_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,"How much did you earn, before taxes and other deductions, during the past 12 months? ¿Cuál fue su ingreso, antes de impuestos y otras deducciones, en los altimos 12 meses?"
"('demo_prnt_empl_v2_l', '1_year_follow_up_y_arm_1')_8.0",0.0,Demographics,"Are you working now, looking for work, retired, stay at home parent, a student, or something else? ¿Trabaja actualmente, está buscando trabajo, está retirado, se dedica al hogar, estudia o realiza alguna otra actividad?"
"('fam_roster_2c_v2_l', '1_year_follow_up_y_arm_1')_11.0",0.0,Demographics,"Person #2, relationship to you (Person #1): Persona #2, parentesco a usted (Persona #1):"
"('fam_roster_3c_v2_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Demographics,"Person #3, relationship to you: Persona #3, parentesco a usted:"
"('demo_yrs_2_no_display_l___1', '1_year_follow_up_y_arm_1')_0.0",0.0,Demographics,"Prior to 2/28/18, demo_yrs_2a_l and demo_yrs_2b_l only opened if ""less than once a month"" or ""More than once a week"" were chosen,
Did not display when ""Never,"" ""One to three times a month,"" ""About once a week,"" ""Don't know"" or ""Declined"" were chosen. Those pGUIDs associated with the items that should have displayed are marked as yes. (1, yes)"
"('fam_roster_3c_v2_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Demographics,"Person #3, relationship to you: Persona #3, parentesco a usted:"
"('demo_yrs_2a_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,Does your child's religion have rules forbidding the use of alcohol? ¿La religion de su nin-o(a) tiene reglas que prohíben el uso del alcohol?
"('demo_yrs_2a_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Demographics,Does your child's religion have rules forbidding the use of alcohol? ¿La religion de su nin-o(a) tiene reglas que prohíben el uso del alcohol?
"('demo_yrs_2_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Demographics,"In general, how important are your child's religious and spiritual beliefs in his/her daily life? ¿En general,  cuán importantes son las creencias religiosas y espirituales en la vida diaria de su nin-o(a)?"
"('demo_yrs_2_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Demographics,"In general, how important are your child's religious and spiritual beliefs in his/her daily life? ¿En general,  cuán importantes son las creencias religiosas y espirituales en la vida diaria de su nin-o(a)?"
"('demo_yrs_2_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Demographics,"In general, how important are your child's religious and spiritual beliefs in his/her daily life? ¿En general,  cuán importantes son las creencias religiosas y espirituales en la vida diaria de su nin-o(a)?"
"('demo_yrs_2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,"In general, how important are your child's religious and spiritual beliefs in his/her daily life? ¿En general,  cuán importantes son las creencias religiosas y espirituales en la vida diaria de su nin-o(a)?"
"('demo_yrs_1_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Demographics,How often does your child attend religious services? ¿Con qué frecuencia asiste su nin-o(a) a servicios religiosos?
"('demo_yrs_1_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Demographics,How often does your child attend religious services? ¿Con qué frecuencia asiste su nin-o(a) a servicios religiosos?
"('demo_yrs_1_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Demographics,How often does your child attend religious services? ¿Con qué frecuencia asiste su nin-o(a) a servicios religiosos?
"('demo_yrs_1_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,How often does your child attend religious services? ¿Con qué frecuencia asiste su nin-o(a) a servicios religiosos?
"('demo_yrs_1_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Demographics,How often does your child attend religious services? ¿Con qué frecuencia asiste su nin-o(a) a servicios religiosos?
"('demo_fam_exp7_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,"Had someone who needed a dentist but couldn't go because you could not afford it? ¿Tuvieron a alguien quien necesitaba ir al dentista, pero no pudieron ir porque no les alcanzaba el dinero?"
"('demo_fam_exp7_v2_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Demographics,"Had someone who needed a dentist but couldn't go because you could not afford it? ¿Tuvieron a alguien quien necesitaba ir al dentista, pero no pudieron ir porque no les alcanzaba el dinero?"
"('demo_fam_exp6_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,"Had someone who needed to see a doctor or go to the hospital but didn't go because you could not afford it? ¿Tuvieron a alguien quien necesitaba ir al médico o al hospital, pero no fueron porque no les alcanzaba el dinero?"
"('demo_fam_exp6_v2_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Demographics,"Had someone who needed to see a doctor or go to the hospital but didn't go because you could not afford it? ¿Tuvieron a alguien quien necesitaba ir al médico o al hospital, pero no fueron porque no les alcanzaba el dinero?"
"('demo_fam_exp5_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,"Had services turned off by the gas or electric company, or the oil company wouldn't deliver oil because payments were not made? ¿Les suspendieron el servicio de gas o electricidad, o la compan-ía de petroleo se nego a abastecerles por falta de pago?"
"('demo_fam_exp5_v2_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Demographics,"Had services turned off by the gas or electric company, or the oil company wouldn't deliver oil because payments were not made? ¿Les suspendieron el servicio de gas o electricidad, o la compan-ía de petroleo se nego a abastecerles por falta de pago?"
"('demo_fam_exp4_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,Were evicted from your home for not paying the rent or mortgage? ¿Los desalojaron de su casa por no pagar la renta o hipoteca?
"('demo_fam_exp4_v2_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Demographics,Were evicted from your home for not paying the rent or mortgage? ¿Los desalojaron de su casa por no pagar la renta o hipoteca?
"('demo_fam_exp3_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,Didn't pay the full amount of the rent or mortgage because you could not afford it? ¿No pagaron el monto total de la renta o hipoteca porque no les alcanzaba el dinero?
"('demo_fam_exp3_v2_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Demographics,Didn't pay the full amount of the rent or mortgage because you could not afford it? ¿No pagaron el monto total de la renta o hipoteca porque no les alcanzaba el dinero?
"('demo_fam_exp2_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,Were without telephone service because you could not afford it? ¿Estuvieron sin servicio telefonico porque no les alcanzaba el dinero?
"('demo_fam_exp2_v2_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Demographics,Were without telephone service because you could not afford it? ¿Estuvieron sin servicio telefonico porque no les alcanzaba el dinero?
"('demo_fam_exp1_v2_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Demographics,Needed food but couldn't afford to buy it or couldn't afford to go out to get it? ¿Necesitaban comida pero no les alcanzaba el dinero para comprarla o para salir a comprarla?
"('demo_fam_exp1_v2_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Demographics,Needed food but couldn't afford to buy it or couldn't afford to go out to get it? ¿Necesitaban comida pero no les alcanzaba el dinero para comprarla o para salir a comprarla?
"('fam_roster_3c_v2_l', '1_year_follow_up_y_arm_1')_11.0",0.0,Demographics,"Person #3, relationship to you: Persona #3, parentesco a usted:"
"('fam_roster_3c_v2_l', '1_year_follow_up_y_arm_1')_9.0",0.0,Demographics,"Person #3, relationship to you: Persona #3, parentesco a usted:"
"('fam_roster_3c_v2_l', '1_year_follow_up_y_arm_1')_7.0",0.0,Demographics,"Person #3, relationship to you: Persona #3, parentesco a usted:"
"('fam_roster_3c_v2_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Demographics,"Person #3, relationship to you: Persona #3, parentesco a usted:"
"('mypi_mj', '6_month_follow_up_arm_1')_0.0",0.0,Substance Use,"Have you heard of marijuana, weed, pot, grass or ganja?"
"('mypi_sniff', '6_month_follow_up_arm_1')_0.0",0.0,Substance Use,"Have you you heard of sniffing liquids, sprays, or other products to get high or to feel good?"
"('ksads_4_231_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Auditory Hallucinations Past
"('ksads_2_212_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Increased Distractibility ξPast ξ
"('ksads_2_200_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Racing Thoughts Past
"('ksads_2_200_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Racing Thoughts Past
"('ksads_2_208_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Psychomotor Agitation in Bipolar Disorder Past
"('ksads_2_208_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Psychomotor Agitation in Bipolar Disorder Past
"('ksads_2_207_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Psychomotor Agitation in Bipolar Disorder Present
"('ksads_2_207_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Psychomotor Agitation in Bipolar Disorder Present
"('ksads_2_198_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Pressured Speech Past
"('ksads_2_198_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Pressured Speech Past
"('ksads_2_197_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Pressured Speech Present
"('ksads_2_197_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Pressured Speech Present
"('ksads_2_8_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Elevated Mood Past
"('ksads_2_8_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Elevated Mood Past
"('ksads_2_7_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Elevated Mood Present
"('ksads_2_7_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Elevated Mood Present
"('ksads_2_9_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Explosive Irritability Present
"('ksads_2_9_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Explosive Irritability Present
"('ksads_2_10_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - ExplosiveIrritability PresentNext ξ
"('ksads_2_10_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - ExplosiveIrritability PresentNext ξ
"('ksads_2_11_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Explosive Irritability Past
"('ksads_2_11_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Explosive Irritability Past
"('ksads_2_214_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Excessive Involvement in high risk activities Past
"('ksads_2_214_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Excessive Involvement in high risk activities Past
"('ksads_2_202_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Flight of Ideas Past
"('ksads_2_202_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Flight of Ideas Past
"('ksads_2_215_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Impairment in functioning due to bipolar Present
"('ksads_2_215_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Impairment in functioning due to bipolar Present
"('ksads_2_216_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Impairment in functioning due to bipolar Past
"('ksads_2_216_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Impairment in functioning due to bipolar Past
"('ksads_2_15_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Hypersexuality Past
"('ksads_2_212_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Increased Distractibility ξPast ξ
"('ksads_2_206_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Increased Energy Past
"('ksads_2_196_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Grandiosity Past
"('ksads_2_206_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Increased Energy Past
"('ksads_4_231_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Auditory Hallucinations Past
"('ksads_4_231_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Auditory Hallucinations Past
"('ksads_4_231_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Auditory Hallucinations Past
"('ksads_4_259_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Associated Psychotic Symptoms Past
"('ksads_4_259_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Associated Psychotic Symptoms Past
"('ksads_4_258_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Associated Psychotic Symptoms Present
"('ksads_4_258_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Associated Psychotic Symptoms Present
"('ksads_4_849_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Diagnosis - Associated Psychotic Symptoms  Current
"('ksads_4_849_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Diagnosis - Associated Psychotic Symptoms  Current
"('ksads_4_849_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Diagnosis - Associated Psychotic Symptoms  Current
"('ksads_4_849_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Diagnosis - Associated Psychotic Symptoms  Current
"('ksads_4_850_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Diagnosis - Associated Psychotic Symptoms  Past
"('ksads_4_850_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Diagnosis - Associated Psychotic Symptoms  Past
"('ksads_4_828_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Diagnosis - Delusions (Present)
"('ksads_4_828_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Diagnosis - Delusions (Present)
"('ksads_4_829_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Diagnosis - Delusions (Past)
"('ksads_4_829_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Diagnosis - Delusions (Past)
"('ksads_4_829_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Diagnosis - Delusions (Past)
"('ksads_4_829_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Diagnosis - Delusions (Past)
"('ksads_2_220_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Lasting at least one week Past
"('ksads_2_220_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Lasting at least one week Past
"('ksads_2_219_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Lasting at least one week Present
"('ksads_2_219_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Lasting at least one week Present
"('ksads_2_222_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Lasting at least 4 days Past
"('ksads_2_222_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Lasting at least 4 days Past
"('ksads_2_221_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Lasting at least 4 days Present
