,Latent_Dim42,category,description
"('sai_ss_sboard_nmonth_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Skiing, Snowboarding. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_sboard_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Skiing, Snowboarding. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_skate_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Skateboarding
About how many minutes per session?"
"('sai_ss_skate_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Skateboarding
About how many days per week?"
"('sai_ss_skate_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Skateboarding. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_lax_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Lacrosse
About how many minutes per session?"
"('sai_ss_lax_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Lacrosse
About how many minutes per session?"
"('sai_ss_lax_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Lacrosse
About how many days per week?"
"('sai_ss_lax_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Lacrosse
About how many days per week?"
"('sai_ss_lax_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Lacrosse. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_m_arts_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Martial Arts
About how many minutes per session?"
"('sai_ss_m_arts_tspent_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Martial Arts
About how many minutes per session?"
"('sai_ss_soc_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Soccer
About how many days per week?"
"('sai_ss_soc_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Soccer
About how many days per week?"
"('sai_ss_soc_perwk_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Soccer
About how many days per week?"
"('sai_ss_wpolo_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Swimming, Water Polo
About how many days per week?"
"('sai_ss_tennis_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Tennis
About how many minutes per session?"
"('sai_ss_tennis_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Tennis
About how many minutes per session?"
"('sai_ss_tennis_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Tennis
About how many days per week?"
"('sai_ss_tennis_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Tennis
About how many days per week?"
"('sai_ss_tennis_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Tennis
About how many days per week?"
"('sai_ss_tennis_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Tennis. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_wpolo_tspent_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Swimming, Water Polo
About how many minutes per session?"
"('sai_ss_wpolo_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Swimming, Water Polo
About how many minutes per session?"
"('sai_ss_wpolo_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Swimming, Water Polo
About how many minutes per session?"
"('sai_ss_wpolo_tspent_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Swimming, Water Polo
About how many minutes per session?"
"('sai_ss_wpolo_tspent_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Swimming, Water Polo
About how many minutes per session?"
"('sai_ss_wpolo_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Swimming, Water Polo
About how many minutes per session?"
"('sai_ss_wpolo_perwk_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Swimming, Water Polo
About how many days per week?"
"('sai_ss_wpolo_perwk_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Swimming, Water Polo
About how many days per week?"
"('sai_ss_wpolo_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Swimming, Water Polo
About how many days per week?"
"('sai_ss_soc_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Soccer
About how many minutes per session?"
"('sai_ss_wpolo_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Swimming, Water Polo
About how many days per week?"
"('sai_ss_wpolo_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Swimming, Water Polo
About how many days per week?"
"('sai_ss_wpolo_nmonth_p_l', '1_year_follow_up_y_arm_1')_12.0",0.0,Extracurricular,"Swimming, Water Polo. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_wpolo_nmonth_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Swimming, Water Polo. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_wpolo_nmonth_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Swimming, Water Polo. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_wpolo_nmonth_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Swimming, Water Polo. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_wpolo_nmonth_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Swimming, Water Polo. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_wpolo_nmonth_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Swimming, Water Polo. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_wpolo_nmonth_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Swimming, Water Polo. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_wpolo_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Swimming, Water Polo. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_soc_tspent_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Soccer
About how many minutes per session?"
"('sai_ss_soc_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Soccer
About how many minutes per session?"
"('sai_ss_soc_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Soccer
About how many minutes per session?"
"('sai_ss_soc_tspent_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Soccer
About how many minutes per session?"
"('sai_ss_m_arts_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Martial Arts
About how many minutes per session?"
"('sai_ss_m_arts_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Martial Arts
About how many days per week?"
"('sai_ss_m_arts_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Martial Arts
About how many days per week?"
"('sai_ss_basket_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Basketball
About how many days per week?"
"('sai_ss_fball_nmonth_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Football. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_fball_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Football. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_climb_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Climbing
About how many minutes per session?"
"('sai_ss_climb_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Climbing
About how many days per week?"
"('sai_ss_climb_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Climbing
About how many days per week?"
"('sai_ss_climb_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Climbing. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_basket_tspent_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Basketball
About how many minutes per session?"
"('sai_ss_basket_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Basketball
About how many minutes per session?"
"('sai_ss_basket_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Basketball
About how many minutes per session?"
"('sai_ss_basket_tspent_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Basketball
About how many minutes per session?"
"('sai_ss_basket_tspent_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Basketball
About how many minutes per session?"
"('sai_ss_basket_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Basketball
About how many minutes per session?"
"('sai_ss_basket_perwk_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Basketball
About how many days per week?"
"('sai_ss_basket_perwk_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Basketball
About how many days per week?"
"('sai_ss_basket_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Basketball
About how many days per week?"
"('sai_ss_fball_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Football
About how many days per week?"
"('sai_ss_basket_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Basketball
About how many days per week?"
"('sai_ss_basket_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Basketball
About how many days per week?"
"('sai_ss_basket_nmonth_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Basketball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_basket_nmonth_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Basketball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_basket_nmonth_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Basketball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_basket_nmonth_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Basketball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_basket_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Basketball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_base_tspent_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Baseball, Softball
About how many minutes per session?"
"('sai_ss_base_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Baseball, Softball
About how many minutes per session?"
"('sai_ss_base_perwk_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Baseball, Softball
About how many days per week?"
"('sai_ss_base_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Baseball, Softball
About how many days per week?"
"('sai_ss_base_nmonth_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Baseball, Softball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_base_nmonth_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Baseball, Softball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_base_nmonth_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Baseball, Softball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_fball_nmonth_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Football. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_fball_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Football
About how many days per week?"
"('sai_ss_m_arts_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Martial Arts
About how many days per week?"
"('sai_ss_ihock_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Ice Hockey 
About how many days per week?"
"('sai_ss_m_arts_nmonth_p_l', '1_year_follow_up_y_arm_1')_13.0",0.0,Extracurricular,"Martial Arts. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_m_arts_nmonth_p_l', '1_year_follow_up_y_arm_1')_12.0",0.0,Extracurricular,"Martial Arts. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_m_arts_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Martial Arts. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_iskate_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Ice or Inline Skating
About how many minutes per session?"
"('sai_ss_iskate_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Ice or Inline Skating
About how many minutes per session?"
"('sai_ss_iskate_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Ice or Inline Skating 
About how many days per week?"
"('sai_ss_iskate_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Ice or Inline Skating 
About how many days per week?"
"('sai_ss_iskate_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Ice or Inline Skating. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_polo_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Horseback Riding, Polo
About how many minutes per session?"
"('sai_ss_polo_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Horseback Riding, Polo 
About how many days per week?"
"('sai_ss_polo_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Horseback Riding, Polo 
About how many days per week?"
"('sai_ss_polo_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Horseback Riding, Polo. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_ihock_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Ice Hockey 
About how many minutes per session?"
"('sai_ss_ihock_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Ice Hockey 
About how many minutes per session?"
"('sai_ss_ihock_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Ice Hockey. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_fball_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Football
About how many days per week?"
"('sai_ss_gym_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Gymnastics 
About how many minutes per session?"
"('sai_ss_gym_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Gymnastics 
About how many minutes per session?"
"('sai_ss_gym_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Gymnastics 
About how many minutes per session?"
"('sai_ss_gym_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Gymnastics 
About how many days per week?"
"('sai_ss_gym_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Gymnastics 
About how many days per week?"
"('sai_ss_gym_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Gymnastics 
About how many days per week?"
"('sai_ss_gym_nmonth_p_l', '1_year_follow_up_y_arm_1')_12.0",0.0,Extracurricular,"Gymnastics. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_gym_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Gymnastics. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_fball_tspent_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Football 
About how many minutes per session?"
"('sai_ss_fball_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Football 
About how many minutes per session?"
"('sai_ss_fball_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Football 
About how many minutes per session?"
"('sai_ss_fball_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Football 
About how many minutes per session?"
"('sai_ss_fball_perwk_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Football
About how many days per week?"
"('sai_ss_fball_perwk_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Football
About how many days per week?"
"('sai_ss_run_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Track, Running, Cross-country. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_run_nmonth_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Track, Running, Cross-country. Since we last saw you, about how many months per year did your child participate?"
"('su_risk_p_2', 'baseline_year_1_arm_1')_4.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some cigarettes, how easy would it be for them to get some?"
"('sai_ss_chess_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts
About how many minutes per session?"
"('sai_ss_chess_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts
About how many days per week?"
"('sai_ss_chess_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts
About how many days per week?"
"('sai_ss_chess_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts
About how many days per week?"
"('sai_ss_chess_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts
About how many minutes per session?"
"('sai_ss_chess_tspent_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts
About how many minutes per session?"
"('sai_ss_chess_tspent_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts
About how many minutes per session?"
"('sai_ss_collect_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Hobbies like collecting stamps or coins. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_run_nmonth_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Track, Running, Cross-country. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_collect_nmonth_p_l', '1_year_follow_up_y_arm_1')_12.0",0.0,Extracurricular,"Hobbies like collecting stamps or coins. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_collect_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Hobbies like collecting stamps or coins
About how many days per week?"
"('sai_ss_collect_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Hobbies like collecting stamps or coins
About how many days per week?"
"('sai_ss_collect_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Hobbies like collecting stamps or coins
About how many minutes per session?"
"('sai_ss_read_hours_2_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,Reading    About how many hours per week does your child spend reading for pleasure?
"('sai_ss_read_hours_2_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,Reading    About how many hours per week does your child spend reading for pleasure?
"('sai_ss_chess_nmonth_p_l', '1_year_follow_up_y_arm_1')_12.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_chess_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_crafts_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes
About how many minutes per session?"
"('sai_ss_crafts_tspent_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes
About how many minutes per session?"
"('sai_ss_crafts_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes
About how many minutes per session?"
"('sai_ss_crafts_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes
About how many days per week?"
"('sai_ss_crafts_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes
About how many days per week?"
"('sai_ss_crafts_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes
About how many days per week?"
"('sai_ss_crafts_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes
About how many days per week?"
"('sai_ss_crafts_nmonth_p_l', '1_year_follow_up_y_arm_1')_12.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_crafts_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_drama_tspent_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Drama, Theater, Acting, Film
About how many minutes per session?"
"('sai_ss_drama_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Drama, Theater, Acting, Film
About how many minutes per session?"
"('sai_ss_drama_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Drama, Theater, Acting, Film
About how many minutes per session?"
"('sai_ss_drama_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Drama, Theater, Acting, Film
About how many minutes per session?"
"('sai_ss_drama_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Drama, Theater, Acting, Film
About how many days per week?"
"('sai_ss_drama_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Drama, Theater, Acting, Film
About how many days per week?"
"('sai_ss_read_hours_2_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,Reading    About how many hours per week does your child spend reading for pleasure?
"('sai_ss_read_hours_2_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,Reading    About how many hours per week does your child spend reading for pleasure?
"('sai_ss_read_hours_2_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,Reading    About how many hours per week does your child spend reading for pleasure?
"('su_risk_p_1', '1_year_follow_up_y_arm_1')_3.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some beer, wine, or hard liquor (for example vodka, whiskey, or gin), how easy would it be for them to get some?"
"('su_risk_p_2', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some cigarettes, how easy would it be for them to get some?"
"('su_risk_p_2', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some cigarettes, how easy would it be for them to get some?"
"('su_risk_p_2', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some cigarettes, how easy would it be for them to get some?"
"('su_risk_p_2', '1_year_follow_up_y_arm_1')_4.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some cigarettes, how easy would it be for them to get some?"
"('su_risk_p_2', '1_year_follow_up_y_arm_1')_3.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some cigarettes, how easy would it be for them to get some?"
"('su_risk_p_2', '1_year_follow_up_y_arm_1')_2.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some cigarettes, how easy would it be for them to get some?"
"('su_risk_p_2', '1_year_follow_up_y_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some cigarettes, how easy would it be for them to get some?"
"('su_risk_p_2', '1_year_follow_up_y_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some cigarettes, how easy would it be for them to get some?"
"('su_risk_p_1', 'baseline_year_1_arm_1')_4.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some beer, wine, or hard liquor (for example vodka, whiskey, or gin), how easy would it be for them to get some?"
"('su_risk_p_1', 'baseline_year_1_arm_1')_3.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some beer, wine, or hard liquor (for example vodka, whiskey, or gin), how easy would it be for them to get some?"
"('su_risk_p_1', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some beer, wine, or hard liquor (for example vodka, whiskey, or gin), how easy would it be for them to get some?"
"('su_risk_p_1', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some beer, wine, or hard liquor (for example vodka, whiskey, or gin), how easy would it be for them to get some?"
"('su_risk_p_1', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some beer, wine, or hard liquor (for example vodka, whiskey, or gin), how easy would it be for them to get some?"
"('su_risk_p_1', '1_year_follow_up_y_arm_1')_4.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some beer, wine, or hard liquor (for example vodka, whiskey, or gin), how easy would it be for them to get some?"
"('su_risk_p_1', '1_year_follow_up_y_arm_1')_2.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some beer, wine, or hard liquor (for example vodka, whiskey, or gin), how easy would it be for them to get some?"
"('sai_ss_read_hours_2_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,Reading    About how many hours per week does your child spend reading for pleasure?
"('su_risk_p_1', '1_year_follow_up_y_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some beer, wine, or hard liquor (for example vodka, whiskey, or gin), how easy would it be for them to get some?"
"('su_risk_p_1', '1_year_follow_up_y_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"If your child wanted to get some beer, wine, or hard liquor (for example vodka, whiskey, or gin), how easy would it be for them to get some?"
"('su_select_language___1', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"¿Español? (1, Sí)"
"('su_select_language___1', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"¿Español? (1, Sí)"
"('su_select_language___1', '1_year_follow_up_y_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"¿Español? (1, Sí)"
"('su_select_language___1', '1_year_follow_up_y_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"¿Español? (1, Sí)"
"('scrtime_p_select_lang___1', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"¿Español? (1, Sí)"
"('scrtime_p_select_lang___1', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"¿Español? (1, Sí)"
"('scrtime_p_select_lang___1', '1_year_follow_up_y_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"¿Español? (1, Sí)"
